time,P,G(i),H_sun,T2m,WS10m,Int
20190726:0910,316350.0,863.13,50.61,30.55,1.72,0.0
20190726:1010,346830.0,971.55,57.06,32.03,1.52,0.0
20190726:1110,349935.0,995.31,59.96,33.04,1.24,0.0
20190726:1210,335710.0,954.89,58.26,33.37,1.03,0.0
20190726:1310,303415.0,854.59,52.61,33.89,0.9,0.0
20190726:1410,247410.0,680.57,44.56,33.74,1.03,0.0
20190726:1510,179320.0,491.31,35.33,34.08,1.31,0.0
20190726:1610,97470.0,284.17,25.64,32.8,2.28,0.0
20190726:1710,34230.0,111.32,15.96,31.83,2.0,0.0
20190726:1810,6610.0,30.16,6.65,30.88,1.38,0.0
20190726:1910,0.0,0.0,0.0,29.07,1.38,0.0
20190726:2010,0.0,0.0,0.0,28.07,2.83,0.0
20190726:2110,0.0,0.0,0.0,26.52,4.0,0.0
20190726:2210,0.0,0.0,0.0,25.19,4.0,0.0
20190726:2310,0.0,0.0,0.0,24.22,3.45,0.0
20190727:0010,0.0,0.0,0.0,23.33,3.03,0.0
20190727:0110,0.0,0.0,0.0,22.52,2.83,0.0
20190727:0210,0.0,0.0,0.0,21.93,2.9,0.0
20190727:0310,0.0,0.0,0.0,21.54,2.83,0.0
20190727:0410,0.0,2.59,4.07,21.07,2.76,0.0
20190727:0510,1845.0,13.79,13.23,21.25,2.48,0.0
20190727:0610,44070.0,125.66,22.85,22.33,3.03,0.0
20190727:0710,20415.0,66.18,32.57,20.8,1.93,0.0
20190727:0810,182560.0,464.22,41.98,21.38,1.72,0.0
20190727:0910,137120.0,353.26,50.42,21.89,1.45,0.0
20190727:1010,48725.0,136.95,56.85,22.0,1.31,0.0
20190727:1110,184045.0,473.26,59.74,21.63,1.1,0.0
20190727:1210,94075.0,247.57,58.05,21.59,1.03,0.0
20190727:1310,94030.0,247.82,52.42,21.93,1.03,0.0
20190727:1410,159965.0,413.22,44.39,22.85,1.03,0.0
20190727:1510,92500.0,246.11,35.17,23.58,0.83,0.0
20190727:1610,101945.0,289.68,25.48,23.9,0.83,0.0
20190727:1710,30040.0,92.9,15.8,23.97,1.24,0.0
20190727:1810,4895.0,24.13,6.48,23.66,1.66,0.0
20190727:1910,0.0,0.0,0.0,20.7,1.1,0.0
20190727:2010,0.0,0.0,0.0,20.01,0.48,0.0
20190727:2110,0.0,0.0,0.0,19.57,0.69,0.0
20190727:2210,0.0,0.0,0.0,18.82,1.45,0.0
20190727:2310,0.0,0.0,0.0,18.51,1.66,0.0
20190728:0010,0.0,0.0,0.0,18.38,1.59,0.0
20190728:0110,0.0,0.0,0.0,18.08,1.52,0.0
20190728:0210,0.0,0.0,0.0,17.85,1.45,0.0
20190728:0310,0.0,0.0,0.0,17.43,1.52,0.0
20190728:0410,390.0,7.76,3.89,17.37,1.38,0.0
20190728:0510,16415.0,55.43,13.06,17.86,1.24,0.0
20190728:0610,46570.0,130.23,22.69,18.89,1.66,0.0
20190728:0710,148995.0,379.49,32.41,20.1,1.66,0.0
20190728:0810,135115.0,346.43,41.8,21.31,1.59,0.0
20190728:0910,178985.0,457.51,50.23,22.01,1.72,0.0
20190728:1010,159010.0,409.12,56.64,23.16,2.07,0.0
20190728:1110,225450.0,580.88,59.51,23.98,2.34,0.0
20190728:1210,254830.0,661.27,57.83,24.65,2.28,0.0
20190728:1310,245525.0,636.4,52.22,24.91,2.21,0.0
20190728:1410,162040.0,419.65,44.21,24.79,1.86,0.0
20190728:1510,83450.0,224.32,35.0,24.86,1.52,0.0
20190728:1610,36625.0,108.46,25.32,24.77,1.59,0.0
20190728:1710,9125.0,36.77,15.63,24.66,1.59,0.0
20190728:1810,1365.0,12.07,6.3,23.55,1.86,0.0
20190728:1910,0.0,0.0,0.0,21.54,2.34,0.0
20190728:2010,0.0,0.0,0.0,20.7,2.76,0.0
20190728:2110,0.0,0.0,0.0,19.96,3.17,0.0
20190728:2210,0.0,0.0,0.0,19.31,2.97,0.0
20190728:2310,0.0,0.0,0.0,18.95,2.55,0.0
20190729:0010,0.0,0.0,0.0,18.64,2.55,0.0
20190729:0110,0.0,0.0,0.0,18.6,2.41,0.0
20190729:0210,0.0,0.0,0.0,18.32,2.41,0.0
20190729:0310,0.0,0.0,0.0,18.22,2.34,0.0
20190729:0410,0.0,2.59,3.71,18.11,2.41,0.0
20190729:0510,4680.0,22.98,12.89,18.17,2.48,0.0
20190729:0610,35165.0,101.97,22.52,18.71,3.72,0.0
20190729:0710,39375.0,112.13,32.24,18.76,3.31,0.0
20190729:0810,92665.0,239.53,41.63,19.71,3.79,0.0
20190729:0910,82905.0,218.17,50.04,21.24,3.38,0.0
20190729:1010,88260.0,232.54,56.42,22.41,3.03,0.0
20190729:1110,135710.0,349.44,59.28,23.04,2.9,0.0
20190729:1210,216935.0,555.57,57.6,23.89,2.9,0.0
20190729:1310,164320.0,423.15,52.01,24.96,3.1,0.0
20190729:1410,220945.0,566.43,44.02,25.55,3.38,0.0
20190729:1510,181660.0,469.18,34.82,25.52,3.45,0.0
20190729:1610,86050.0,236.18,25.14,24.32,2.76,0.0
20190729:1710,29965.0,103.1,15.45,23.64,1.72,0.0
20190729:1810,7770.0,32.75,6.12,23.68,1.79,0.0
20190729:1910,0.0,0.0,0.0,21.98,2.14,0.0
20190729:2010,0.0,0.0,0.0,21.32,2.14,0.0
20190729:2110,0.0,0.0,0.0,20.94,2.07,0.0
20190729:2210,0.0,0.0,0.0,20.56,1.79,0.0
20190729:2310,0.0,0.0,0.0,20.36,1.52,0.0
20190730:0010,0.0,0.0,0.0,20.09,1.31,0.0
20190730:0110,0.0,0.0,0.0,19.92,1.31,0.0
20190730:0210,0.0,0.0,0.0,19.65,1.38,0.0
20190730:0310,0.0,0.0,0.0,19.51,1.45,0.0
20190730:0410,0.0,2.59,3.53,19.25,1.52,0.0
20190730:0510,6170.0,27.57,12.72,19.38,1.45,0.0
20190730:0610,65830.0,179.73,22.35,20.26,1.66,0.0
20190730:0710,112640.0,289.69,32.07,20.46,2.28,0.0
20190730:0810,113875.0,293.84,41.45,21.42,2.14,0.0
20190730:0910,121355.0,314.24,49.84,22.57,2.07,0.0
20190730:1010,265455.0,688.78,56.2,23.74,2.0,0.0
20190730:1110,235845.0,611.7,59.04,24.26,1.93,0.0
20190730:1210,177150.0,459.7,57.37,25.25,2.07,0.0
20190730:1310,112095.0,295.42,51.8,25.43,2.14,0.0
20190730:1410,82355.0,222.16,43.83,25.81,2.0,0.0
20190730:1510,140825.0,368.33,34.64,25.79,2.21,0.0
20190730:1610,99670.0,282.61,24.97,25.66,2.34,0.0
20190730:1710,23445.0,93.42,15.27,25.42,2.48,0.0
20190730:1810,7140.0,31.03,5.93,24.72,2.14,0.0
20190730:1910,0.0,0.0,0.0,23.36,1.66,0.0
20190730:2010,0.0,0.0,0.0,22.16,1.52,0.0
20190730:2110,0.0,0.0,0.0,21.0,1.38,0.0
20190730:2210,0.0,0.0,0.0,20.37,1.31,0.0
20190730:2310,0.0,0.0,0.0,20.0,1.52,0.0
20190731:0010,0.0,0.0,0.0,19.58,1.72,0.0
20190731:0110,0.0,0.0,0.0,19.05,2.0,0.0
20190731:0210,0.0,0.0,0.0,18.92,2.41,0.0
20190731:0310,0.0,0.0,0.0,18.63,2.83,0.0
20190731:0410,0.0,1.72,3.34,18.03,3.03,0.0
20190731:0510,4685.0,22.98,12.54,17.92,3.1,0.0
20190731:0610,6535.0,28.49,22.18,18.11,3.52,0.0
20190731:0710,34795.0,100.19,31.9,16.41,2.34,0.0
20190731:0810,34730.0,100.19,41.26,16.66,2.0,0.0
20190731:0910,38390.0,109.38,49.64,17.41,1.72,0.0
20190731:1010,30685.0,90.99,55.98,18.29,2.0,0.0
20190731:1110,22440.0,70.77,58.8,18.91,2.07,0.0
20190731:1210,142655.0,361.65,57.14,19.13,1.93,0.0
20190731:1310,249485.0,632.44,51.59,20.0,2.0,0.0
20190731:1410,160390.0,406.64,43.63,20.88,2.28,0.0
20190731:1510,148440.0,379.4,34.45,21.64,2.55,0.0
20190731:1610,87365.0,237.3,24.78,21.87,2.62,0.0
20190731:1710,32345.0,104.18,15.09,21.8,2.34,0.0
20190731:1810,3870.0,20.68,5.74,21.21,1.59,0.0
20190731:1910,0.0,0.0,0.0,19.27,1.52,0.0
20190731:2010,0.0,0.0,0.0,18.42,1.79,0.0
20190731:2110,0.0,0.0,0.0,17.78,1.86,0.0
20190731:2210,0.0,0.0,0.0,17.38,1.79,0.0
20190731:2310,0.0,0.0,0.0,16.89,1.79,0.0
20190801:0010,0.0,0.0,0.0,16.55,1.72,0.0
20190801:0110,0.0,0.0,0.0,15.96,1.72,0.0
20190801:0210,0.0,0.0,0.0,15.54,1.52,0.0
20190801:0310,0.0,0.0,0.0,14.83,1.38,0.0
20190801:0410,1230.0,11.2,3.16,14.0,1.1,0.0
20190801:0510,27295.0,86.56,12.37,14.92,0.55,0.0
20190801:0610,94675.0,255.54,22.01,16.78,0.34,0.0
20190801:0710,124460.0,318.25,31.72,18.25,0.62,0.0
20190801:0810,259130.0,668.89,41.08,19.85,0.55,0.0
20190801:0910,270880.0,703.09,49.44,21.52,1.1,0.0
20190801:1010,283820.0,738.83,55.75,22.8,1.72,0.0
20190801:1110,337090.0,892.73,58.56,23.29,1.79,0.0
20190801:1210,158095.0,408.75,56.89,23.74,1.86,0.0
20190801:1310,180600.0,465.59,51.36,24.23,2.14,0.0
20190801:1410,261820.0,675.07,43.43,24.32,2.41,0.0
20190801:1510,179795.0,463.83,34.26,24.0,2.48,0.0
20190801:1610,100955.0,282.27,24.59,23.78,2.55,0.0
20190801:1710,23100.0,92.06,14.9,23.08,2.41,0.0
20190801:1810,6365.0,28.44,5.54,22.15,2.14,0.0
20190801:1910,0.0,0.0,0.0,20.98,2.28,0.0
20190801:2010,0.0,0.0,0.0,19.81,2.07,0.0
20190801:2110,0.0,0.0,0.0,18.79,1.93,0.0
20190801:2210,0.0,0.0,0.0,17.88,1.72,0.0
20190801:2310,0.0,0.0,0.0,17.11,1.59,0.0
20190802:0010,0.0,0.0,0.0,16.88,1.45,0.0
20190802:0110,0.0,0.0,0.0,16.7,1.52,0.0
20190802:0210,0.0,0.0,0.0,16.12,1.45,0.0
20190802:0310,0.0,0.0,0.0,15.79,1.38,0.0
20190802:0410,220.0,6.89,2.97,15.53,1.45,0.0
20190802:0510,26655.0,88.04,12.19,15.8,1.24,0.0
20190802:0610,58450.0,159.54,21.83,18.0,1.1,0.0
20190802:0710,169085.0,430.14,31.55,19.42,1.17,0.0
20190802:0810,266495.0,687.11,40.89,21.16,1.1,0.0
20190802:0910,331290.0,879.17,49.23,22.3,1.03,0.0
20190802:1010,225525.0,581.84,55.51,22.71,1.52,0.0
20190802:1110,164825.0,424.93,58.3,23.29,1.86,0.0
20190802:1210,220460.0,569.23,56.65,23.77,1.93,0.0
20190802:1310,133025.0,344.58,51.14,23.69,2.28,0.0
20190802:1410,259575.0,666.13,43.22,23.4,2.34,0.0
20190802:1510,93700.0,247.91,34.06,23.58,1.86,0.0
20190802:1610,55390.0,154.68,24.4,23.14,1.38,0.0
20190802:1710,31365.0,97.48,14.7,22.88,1.93,0.0
20190802:1810,4395.0,22.41,5.33,21.94,2.14,0.0
20190802:1910,0.0,0.0,0.0,20.38,2.34,0.0
20190802:2010,0.0,0.0,0.0,19.51,1.72,0.0
20190802:2110,0.0,0.0,0.0,18.82,1.52,0.0
20190802:2210,0.0,0.0,0.0,18.06,1.59,0.0
20190802:2310,0.0,0.0,0.0,17.47,1.38,0.0
20190803:0010,0.0,0.0,0.0,16.87,1.31,0.0
20190803:0110,0.0,0.0,0.0,16.59,1.38,0.0
20190803:0210,0.0,0.0,0.0,15.14,1.59,0.0
20190803:0310,0.0,0.0,0.0,14.83,1.66,0.0
20190803:0410,0.0,1.72,2.78,14.24,1.59,0.0
20190803:0510,4175.0,21.14,12.01,14.46,1.31,0.0
20190803:0610,29000.0,86.4,21.66,16.84,1.59,0.0
20190803:0710,45385.0,125.92,31.37,17.07,2.0,0.0
20190803:0810,29710.0,88.24,40.7,17.38,2.48,0.0
20190803:0910,162640.0,407.55,49.02,18.22,2.21,0.0
20190803:1010,271065.0,685.38,55.28,18.98,2.21,0.0
20190803:1110,70625.0,187.5,58.05,19.15,2.14,0.0
20190803:1210,172125.0,435.97,56.39,19.96,1.93,0.0
20190803:1310,163025.0,413.11,50.9,20.17,2.0,0.0
20190803:1410,206870.0,524.83,43.0,21.36,2.07,0.0
20190803:1510,174405.0,444.62,33.86,20.87,2.0,0.0
20190803:1610,102185.0,283.1,24.2,19.69,2.28,0.0
20190803:1710,25810.0,93.46,14.5,19.81,2.34,0.0
20190803:1810,4185.0,21.55,5.13,19.41,2.07,0.0
20190803:1910,0.0,0.0,0.0,18.03,1.38,0.0
20190803:2010,0.0,0.0,0.0,17.2,1.45,0.0
20190803:2110,0.0,0.0,0.0,16.45,1.52,0.0
20190803:2210,0.0,0.0,0.0,15.96,1.38,0.0
20190803:2310,0.0,0.0,0.0,15.14,1.31,0.0
20190804:0010,0.0,0.0,0.0,14.51,1.17,0.0
20190804:0110,0.0,0.0,0.0,14.25,1.1,0.0
20190804:0210,0.0,0.0,0.0,14.01,1.03,0.0
20190804:0310,0.0,0.0,0.0,13.8,0.9,0.0
20190804:0410,0.0,1.72,2.59,13.88,0.69,0.0
20190804:0510,25510.0,82.2,11.82,14.33,0.28,0.0
20190804:0610,81680.0,219.28,21.48,16.11,0.21,0.0
20190804:0710,185915.0,475.46,31.19,17.84,0.07,0.0
20190804:0810,278480.0,723.12,40.51,19.41,0.34,0.0
20190804:0910,322660.0,851.3,48.81,20.92,0.83,0.0
20190804:1010,282160.0,736.87,55.04,21.73,1.1,0.0
20190804:1110,303610.0,800.05,57.79,22.04,1.1,0.0
20190804:1210,247015.0,642.18,56.14,22.43,1.1,0.0
20190804:1310,213790.0,553.26,50.66,23.06,1.17,0.0
20190804:1410,172250.0,444.65,42.78,23.57,1.38,0.0
20190804:1510,129360.0,337.46,33.65,23.82,1.52,0.0
20190804:1610,101215.0,287.7,23.99,23.58,1.66,0.0
20190804:1710,21110.0,86.64,14.29,23.3,1.79,0.0
20190804:1810,5490.0,25.85,4.91,22.49,1.31,0.0
20190804:1910,0.0,0.0,0.0,21.09,1.31,0.0
20190804:2010,0.0,0.0,0.0,19.53,1.31,0.0
20190804:2110,0.0,0.0,0.0,18.45,1.31,0.0
20190804:2210,0.0,0.0,0.0,18.11,1.1,0.0
20190804:2310,0.0,0.0,0.0,19.3,0.55,0.0
20190805:0010,0.0,0.0,0.0,18.26,0.83,0.0
20190805:0110,0.0,0.0,0.0,16.29,1.24,0.0
20190805:0210,0.0,0.0,0.0,15.29,1.38,0.0
20190805:0310,0.0,0.0,0.0,14.75,1.52,0.0
20190805:0410,0.0,0.86,2.39,14.53,1.66,0.0
20190805:0510,1665.0,12.87,11.64,15.13,1.38,0.0
20190805:0610,32530.0,95.58,21.3,17.98,1.24,0.0
20190805:0710,180610.0,458.15,31.0,20.19,1.93,0.0
20190805:0810,150640.0,384.16,40.32,21.85,2.14,0.0
20190805:0910,139680.0,360.99,48.59,23.99,2.41,0.0
20190805:1010,81295.0,218.75,54.79,25.47,2.83,0.0
20190805:1110,34675.0,103.86,57.52,26.09,3.79,0.0
20190805:1210,20590.0,68.02,55.87,26.27,4.0,0.0
20190805:1310,18500.0,62.5,50.42,26.07,3.52,0.0
20190805:1410,93420.0,249.3,42.56,26.65,3.45,0.0
20190805:1510,153475.0,400.37,33.44,26.73,3.17,0.0
20190805:1610,92515.0,261.91,23.78,26.65,2.97,0.0
20190805:1710,28305.0,95.68,14.08,25.33,3.31,0.0
20190805:1810,4085.0,21.55,4.69,23.39,2.48,0.0
20190805:1910,0.0,0.0,0.0,21.9,1.52,0.0
20190805:2010,0.0,0.0,0.0,21.09,1.52,0.0
20190805:2110,0.0,0.0,0.0,20.23,1.66,0.0
20190805:2210,0.0,0.0,0.0,19.75,1.72,0.0
20190805:2310,0.0,0.0,0.0,19.15,1.72,0.0
20190806:0010,0.0,0.0,0.0,18.66,1.66,0.0
20190806:0110,0.0,0.0,0.0,18.1,1.59,0.0
20190806:0210,0.0,0.0,0.0,17.71,1.52,0.0
20190806:0310,0.0,0.0,0.0,17.19,1.52,0.0
20190806:0410,0.0,0.0,0.0,16.75,1.45,0.0
20190806:0510,19445.0,63.91,11.45,17.11,1.17,0.0
20190806:0610,97935.0,269.95,21.11,19.22,1.24,0.0
20190806:0710,163400.0,414.08,30.82,20.3,2.28,0.0
20190806:0810,240940.0,610.3,40.12,22.13,2.69,0.0
20190806:0910,282810.0,727.06,48.37,23.59,2.76,0.0
20190806:1010,203225.0,521.04,54.54,24.68,3.17,0.0
20190806:1110,126175.0,328.62,57.25,25.26,3.45,0.0
20190806:1210,193685.0,498.63,55.6,25.99,3.66,0.0
20190806:1310,65465.0,180.15,50.17,26.11,3.31,0.0
20190806:1410,29855.0,91.91,42.33,26.49,3.38,0.0
20190806:1510,85560.0,228.33,33.22,24.88,3.17,0.0
20190806:1610,32870.0,98.35,23.57,23.37,2.48,0.0
20190806:1710,18740.0,62.64,13.86,23.01,1.03,0.0
20190806:1810,4370.0,22.41,4.46,22.58,0.21,0.0
20190806:1910,0.0,0.0,0.0,20.92,1.45,0.0
20190806:2010,0.0,0.0,0.0,19.11,0.07,0.0
20190806:2110,0.0,0.0,0.0,18.1,1.17,0.0
20190806:2210,0.0,0.0,0.0,17.62,1.24,0.0
20190806:2310,0.0,0.0,0.0,17.19,1.31,0.0
20190807:0010,0.0,0.0,0.0,17.16,1.72,0.0
20190807:0110,0.0,0.0,0.0,17.09,1.59,0.0
20190807:0210,0.0,0.0,0.0,16.69,0.69,0.0
20190807:0310,0.0,0.0,0.0,16.52,1.1,0.0
20190807:0410,0.0,0.0,0.0,16.22,1.38,0.0
20190807:0510,1165.0,11.03,11.26,16.66,1.31,0.0
20190807:0610,5295.0,24.82,20.93,17.78,1.45,0.0
20190807:0710,9730.0,37.68,30.63,19.38,2.97,0.0
20190807:0810,243155.0,609.68,39.92,20.23,2.76,0.0
20190807:0910,269950.0,686.21,48.15,21.11,2.41,0.0
20190807:1010,37605.0,109.38,54.29,21.84,2.48,0.0
20190807:1110,43485.0,124.08,56.98,22.49,2.62,0.0
20190807:1210,48730.0,136.95,55.33,22.64,2.76,0.0
20190807:1310,32785.0,97.43,49.91,21.84,3.1,0.0
20190807:1410,29680.0,89.16,42.09,20.19,2.83,0.0
20190807:1510,37030.0,106.62,32.99,18.96,2.83,0.0
20190807:1610,15315.0,52.39,23.35,18.14,2.41,0.0
20190807:1710,24345.0,75.92,13.64,17.66,2.69,0.0
20190807:1810,4515.0,22.41,4.23,17.29,2.07,0.0
20190807:1910,0.0,0.0,0.0,16.41,1.86,0.0
20190807:2010,0.0,0.0,0.0,16.17,1.79,0.0
20190807:2110,0.0,0.0,0.0,16.16,1.93,0.0
20190807:2210,0.0,0.0,0.0,16.04,1.86,0.0
20190807:2310,0.0,0.0,0.0,15.8,1.59,0.0
20190808:0010,0.0,0.0,0.0,15.43,1.52,0.0
20190808:0110,0.0,0.0,0.0,15.52,1.38,0.0
20190808:0210,0.0,0.0,0.0,15.57,1.31,0.0
20190808:0310,0.0,0.0,0.0,15.67,1.31,0.0
20190808:0410,0.0,0.0,0.0,15.57,1.17,0.0
20190808:0510,20725.0,67.24,11.07,15.73,1.59,0.0
20190808:0610,27615.0,82.72,20.74,16.13,2.0,0.0
20190808:0710,108600.0,274.78,30.44,16.45,2.28,0.0
20190808:0810,139755.0,350.79,39.72,17.89,2.21,0.0
20190808:0910,237735.0,596.93,47.92,18.67,2.07,0.0
20190808:1010,245620.0,621.61,54.03,19.5,2.0,0.0
20190808:1110,274185.0,699.71,56.7,20.52,2.21,0.0
20190808:1210,265980.0,677.7,55.05,21.46,2.62,0.0
20190808:1310,284680.0,726.65,49.65,22.24,2.9,0.0
20190808:1410,218430.0,554.29,41.85,22.66,2.83,0.0
20190808:1510,139755.0,360.07,32.76,23.06,2.69,0.0
20190808:1610,94020.0,262.95,23.12,23.06,2.34,0.0
20190808:1710,17775.0,77.72,13.41,22.66,1.93,0.0
20190808:1810,3855.0,20.68,4.0,21.67,1.45,0.0
20190808:1910,0.0,0.0,0.0,20.3,1.31,0.0
20190808:2010,0.0,0.0,0.0,18.88,1.24,0.0
20190808:2110,0.0,0.0,0.0,18.36,1.03,0.0
20190808:2210,0.0,0.0,0.0,18.99,0.69,0.0
20190808:2310,0.0,0.0,0.0,18.82,0.41,0.0
20190809:0010,0.0,0.0,0.0,16.88,1.1,0.0
20190809:0110,0.0,0.0,0.0,15.47,1.52,0.0
20190809:0210,0.0,0.0,0.0,15.05,1.59,0.0
20190809:0310,0.0,0.0,0.0,14.72,1.66,0.0
20190809:0410,0.0,0.0,0.0,14.44,1.72,0.0
20190809:0510,19725.0,78.23,10.88,14.77,1.45,0.0
20190809:0610,99375.0,273.39,20.56,17.97,1.24,0.0
20190809:0710,197630.0,501.59,30.25,19.77,1.66,0.0
20190809:0810,278215.0,711.09,39.51,22.03,2.14,0.0
20190809:0910,289015.0,747.67,47.69,24.03,2.48,0.0
20190809:1010,361570.0,959.77,53.77,25.65,2.69,0.0
20190809:1110,355775.0,951.47,56.41,27.0,2.69,0.0
20190809:1210,351520.0,947.18,54.77,28.03,2.41,0.0
20190809:1310,199605.0,525.21,49.39,28.65,2.14,0.0
20190809:1410,169200.0,445.66,41.6,28.9,2.07,0.0
20190809:1510,108775.0,291.87,32.52,28.98,2.28,0.0
20190809:1610,89225.0,257.7,22.89,28.92,2.34,0.0
20190809:1710,15100.0,72.46,13.17,28.34,1.86,0.0
20190809:1810,2485.0,16.37,3.76,26.67,1.93,0.0
20190809:1910,0.0,0.0,0.0,24.93,2.0,0.0
20190809:2010,0.0,0.0,0.0,23.86,2.14,0.0
20190809:2110,0.0,0.0,0.0,23.17,2.07,0.0
20190809:2210,0.0,0.0,0.0,22.43,1.79,0.0
20190809:2310,0.0,0.0,0.0,21.86,1.86,0.0
20190810:0010,0.0,0.0,0.0,20.38,1.59,0.0
20190810:0110,0.0,0.0,0.0,19.84,1.66,0.0
20190810:0210,0.0,0.0,0.0,19.52,1.79,0.0
20190810:0310,0.0,0.0,0.0,19.56,2.07,0.0
20190810:0410,0.0,0.0,0.0,19.7,2.41,0.0
20190810:0510,1135.0,11.03,10.69,19.8,2.34,0.0
20190810:0610,15490.0,53.31,20.37,20.32,2.28,0.0
20190810:0710,9320.0,36.77,30.05,20.84,2.28,0.0
20190810:0810,20445.0,66.18,39.31,20.63,2.41,0.0
20190810:0910,49960.0,138.79,47.46,20.63,2.55,0.0
20190810:1010,67650.0,181.07,53.51,20.55,3.17,0.0
20190810:1110,165425.0,415.72,56.13,19.98,3.38,0.0
20190810:1210,34635.0,101.1,54.48,19.76,3.17,0.0
20190810:1310,33075.0,97.43,49.12,20.11,3.31,0.0
20190810:1410,113390.0,290.21,41.34,20.94,3.93,0.0
20190810:1510,169005.0,427.56,32.28,21.29,3.79,0.0
20190810:1610,94825.0,266.84,22.65,21.42,3.45,0.0
20190810:1710,19485.0,77.44,12.93,21.52,2.97,0.0
20190810:1810,2830.0,17.24,3.51,20.89,2.21,0.0
20190810:1910,0.0,0.0,0.0,19.45,2.14,0.0
20190810:2010,0.0,0.0,0.0,18.61,2.28,0.0
20190810:2110,0.0,0.0,0.0,18.03,2.34,0.0
20190810:2210,0.0,0.0,0.0,17.63,2.41,0.0
20190810:2310,0.0,0.0,0.0,17.32,2.21,0.0
20190811:0010,0.0,0.0,0.0,16.94,1.93,0.0
20190811:0110,0.0,0.0,0.0,16.51,1.79,0.0
20190811:0210,0.0,0.0,0.0,16.15,1.59,0.0
20190811:0310,0.0,0.0,0.0,15.66,1.52,0.0
20190811:0410,0.0,0.0,0.0,15.43,1.45,0.0
20190811:0510,2995.0,17.46,10.49,15.43,1.31,0.0
20190811:0610,28550.0,85.48,20.18,17.33,1.45,0.0
20190811:0710,53775.0,147.33,29.86,19.02,1.38,0.0
20190811:0810,125015.0,320.35,39.1,20.77,1.72,0.0
20190811:0910,339190.0,885.48,47.23,22.36,2.0,0.0
20190811:1010,359985.0,954.81,53.24,23.65,2.07,0.0
20190811:1110,360440.0,962.54,55.83,24.81,2.14,0.0
20190811:1210,355145.0,946.83,54.19,25.69,2.34,0.0
20190811:1310,326970.0,860.35,48.84,26.23,2.69,0.0
20190811:1410,278980.0,724.94,41.09,26.75,2.9,0.0
20190811:1510,192520.0,501.59,32.03,26.58,3.03,0.0
20190811:1610,95510.0,277.65,22.41,26.26,3.1,0.0
20190811:1710,16525.0,72.82,12.69,25.59,2.21,0.0
20190811:1810,2520.0,16.37,3.26,24.45,1.72,0.0
20190811:1910,0.0,0.0,0.0,23.05,1.66,0.0
20190811:2010,0.0,0.0,0.0,21.77,1.59,0.0
20190811:2110,0.0,0.0,0.0,20.75,2.34,0.0
20190811:2210,0.0,0.0,0.0,19.61,2.62,0.0
20190811:2310,0.0,0.0,0.0,17.74,3.38,0.0
20190812:0010,0.0,0.0,0.0,16.65,3.38,0.0
20190812:0110,0.0,0.0,0.0,16.1,2.69,0.0
20190812:0210,0.0,0.0,0.0,15.82,2.55,0.0
20190812:0310,0.0,0.0,0.0,15.59,2.83,0.0
20190812:0410,0.0,0.0,0.0,15.35,2.69,0.0
20190812:0510,2180.0,14.71,10.3,15.27,2.48,0.0
20190812:0610,5060.0,23.9,19.98,15.36,2.21,0.0
20190812:0710,52040.0,140.9,29.66,15.59,1.93,0.0
20190812:0810,18715.0,60.66,38.88,16.09,1.86,0.0
20190812:0910,36645.0,104.78,46.99,16.48,1.59,0.0
20190812:1010,32730.0,95.59,52.97,17.05,1.38,0.0
20190812:1110,66700.0,176.47,55.54,16.87,1.86,0.0
20190812:1210,39020.0,110.3,53.89,16.18,1.86,0.0
20190812:1310,39060.0,110.3,48.56,15.94,1.79,0.0
20190812:1410,15480.0,52.39,40.82,15.94,1.72,0.0
20190812:1510,158265.0,397.09,31.78,16.03,1.17,0.0
20190812:1610,87840.0,238.96,22.16,16.0,0.55,0.0
20190812:1710,18290.0,73.16,12.44,16.11,0.41,0.0
20190812:1810,60.0,6.03,3.01,15.9,0.69,0.0
20190812:1910,0.0,0.0,0.0,16.87,1.31,0.0
20190812:2010,0.0,0.0,0.0,16.7,1.52,0.0
20190812:2110,0.0,0.0,0.0,15.96,1.52,0.0
20190812:2210,0.0,0.0,0.0,15.52,1.72,0.0
20190812:2310,0.0,0.0,0.0,15.21,1.86,0.0
20190813:0010,0.0,0.0,0.0,14.96,2.0,0.0
20190813:0110,0.0,0.0,0.0,14.55,1.86,0.0
20190813:0210,0.0,0.0,0.0,14.16,1.79,0.0
20190813:0310,0.0,0.0,0.0,13.86,1.72,0.0
20190813:0410,0.0,0.0,0.0,13.54,1.66,0.0
20190813:0510,18750.0,74.71,10.1,13.46,1.59,0.0
20190813:0610,102680.0,277.25,19.79,14.27,1.59,0.0
20190813:0710,206855.0,509.57,29.46,15.04,2.55,0.0
20190813:0810,290820.0,714.52,38.67,16.3,3.38,0.0
20190813:0910,84225.0,217.34,46.75,17.34,3.79,0.0
20190813:1010,260295.0,644.18,52.7,17.6,3.59,0.0
20190813:1110,218825.0,543.89,55.24,18.36,3.31,0.0
20190813:1210,295360.0,741.41,53.59,19.03,3.31,0.0
20190813:1310,204115.0,509.39,48.27,19.4,3.17,0.0
20190813:1410,179420.0,448.56,40.55,19.24,2.76,0.0
20190813:1510,134990.0,342.39,31.53,19.14,2.41,0.0
20190813:1610,60035.0,163.87,21.91,18.88,2.34,0.0
20190813:1710,15640.0,53.31,12.19,18.39,2.07,0.0
20190813:1810,0.0,1.72,2.75,17.68,1.59,0.0
